trip_id,rider_id,zone,distance_km,duration_min,fare_amount,ride_date,surge_flag,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,population_density,traffic_index,avg_speed_kmph,zone_type,traffic_level,hour,day_of_week,month,gender_encoded,payment_mode_Credit Card,payment_mode_UPI,payment_mode_Wallet,zone_name_Zone_10,zone_name_Zone_2,zone_name_Zone_3,zone_name_Zone_4,zone_name_Zone_5,zone_name_Zone_6,zone_name_Zone_7,zone_name_Zone_8,zone_name_Zone_9,traffic_level_encoded,ride_frequency,log_fare,log_distance,sqrt_duration,avg_ride_distance,avg_ride_fare,is_peak_hour,days_since_signup,ride_cancellation_rate,surge_feature
T00011,R0191,Zone_10,13.88,88.3,172.04,2023-09-09,0.0,Meera Gupta,33.0,Male,Surat,2025-07-31 00:03:47.581311,11,2,4.56,2440.0,1.54,35.4,Industrial,Low,0,Saturday,September,1,True,False,False,True,False,False,False,False,False,False,False,False,0.0,Low,5.153522781644804,2.700018029404946,9.396807968666806,7.5609090909090915,117.7609090909091,0,286,0.18181818181818182,0
T00012,R0199,Zone_1,11.4,64.9,139.35,2023-12-15,0.0,Aarav Das,29.0,Male,Ahmedabad,2024-06-07 00:03:47.581311,10,1,3.91,4921.0,2.43,30.9,Residential,Low,0,Friday,December,1,False,False,True,False,False,False,False,False,False,False,False,False,0.0,Low,4.9441393028078915,2.517696472610991,8.056053624449133,8.515,159.29500000000002,0,705,0.1,0
T00013,R0248,Zone_6,2.98,18.82,37.95,2023-12-12,1.0,Vivaan Ghosh,18.0,Male,Chennai,2024-10-14 00:03:47.581311,7,3,3.65,14627.0,0.54,37.6,Mixed,Low,0,Tuesday,December,1,False,False,True,False,False,False,False,False,True,False,False,False,0.0,Low,3.6622787723167574,1.3812818192963463,4.338202392696772,8.245714285714286,134.15714285714284,0,576,0.42857142857142855,0
T00014,R0300,Zone_2,11.2,70.93,249.44,2024-08-10,0.0,Saanvi Iyer,38.0,Male,Kolkata,2025-10-02 00:03:47.581311,6,2,3.67,6371.0,0.91,58.4,Residential,Low,0,Saturday,August,1,False,False,False,False,True,False,False,False,False,False,False,False,0.0,Low,5.52321937087711,2.501435951739211,8.421995013059554,9.146666666666667,166.12833333333333,0,223,0.3333333333333333,1
T00015,R0270,Zone_10,14.87,91.83,265.53,2023-08-24,0.0,Aadhya Reddy,35.0,Female,Hyderabad,2024-05-11 00:03:47.581311,8,4,3.08,2440.0,1.54,35.4,Industrial,Low,0,Thursday,August,0,True,False,False,True,False,False,False,False,False,False,False,False,0.0,Low,5.585486807626805,2.7644305345383176,9.582797086446107,7.38,135.28125,0,732,0.5,0
T00016,R0216,Zone_2,7.35,63.51,145.73,2024-08-04,1.0,Ishaan Ghosh,44.0,Male,Chennai,2025-12-31 00:03:47.581311,5,3,3.4,6371.0,0.91,58.4,Residential,Low,0,Sunday,August,1,False,False,False,False,True,False,False,False,False,False,False,False,0.0,Low,4.988594163219376,2.122261538862764,7.969316156358712,5.928,101.574,0,133,0.6,0
T00017,R0168,Zone_3,6.76,56.32,83.57,2023-12-03,1.0,Diya Das,23.0,Female,Pune,2024-10-26 00:03:47.581311,5,2,4.03,12971.0,2.11,38.0,Business,Low,0,Sunday,December,0,False,False,False,False,False,True,False,False,False,False,False,False,0.0,Low,4.437579593794131,2.048982334195127,7.504665215717488,7.004,113.862,0,564,0.4,0
T00018,R0126,Zone_6,4.65,39.61,69.81,2024-01-19,0.0,Diya Reddy,29.0,Female,Surat,2025-07-23 00:03:47.581311,6,2,3.65,14627.0,0.54,37.6,Mixed,Low,0,Friday,January,0,False,True,False,False,False,False,False,False,True,False,False,False,0.0,Low,4.260000233663683,1.7316555451583497,6.293647591023825,5.95,69.84333333333333,0,294,0.3333333333333333,0
T00019,R0255,Zone_1,7.93,62.56,100.85,2023-05-26,1.0,Reyansh Sharma,37.0,Female,Bengaluru,2024-02-02 00:03:47.581311,8,0,3.12,4921.0,2.43,30.9,Residential,Low,0,Friday,May,0,True,False,False,False,False,False,False,False,False,False,False,False,0.0,Low,4.623501142672815,2.189416394888408,7.909487973314076,9.0025,152.28125,0,831,0.0,0
T00020,R0061,Zone_2,11.43,81.48,227.77,2023-06-19,0.0,Meera Reddy,25.0,Male,Mumbai,2023-09-15 00:03:47.581311,4,4,3.69,6371.0,0.91,58.4,Residential,Low,0,Monday,June,1,False,True,False,False,True,False,False,False,False,False,False,False,0.0,Low,5.432717132027692,2.5201129055226197,9.026627277117406,8.6175,149.185,0,971,1.0,0
T00021,R0289,Zone_4,3.91,32.07,79.0,2024-08-15,0.0,Aarav Gupta,21.0,Female,Chennai,2025-03-26 00:03:47.581311,8,0,4.17,4038.0,2.46,48.2,Business,Low,0,Thursday,August,0,False,False,False,False,False,False,True,False,False,False,False,False,0.0,Low,4.382026634673881,1.5912739418064292,5.6630380539071075,8.26625,153.21375,0,413,0.0,0
T00022,R0112,Zone_10,1.27,9.05,17.63,2024-03-28,0.0,Meera Nair,41.0,Male,Delhi,2025-07-28 00:03:47.581311,10,1,3.24,2440.0,1.54,35.4,Industrial,Low,0,Thursday,March,1,True,False,False,True,False,False,False,False,False,False,False,False,0.0,Low,2.924773184613497,0.8197798314933114,3.0083217912982647,8.953,115.027,0,289,0.1,0
T00023,R0153,Zone_3,6.12,47.77,118.69,2024-02-26,0.0,Aadhya Ghosh,20.0,Female,Mumbai,2025-02-24 00:03:47.581311,5,0,4.54,12971.0,2.11,38.0,Business,Low,0,Monday,February,0,False,True,False,False,False,True,False,False,False,False,False,False,0.0,Low,4.784905066885279,1.9629077254238845,6.911584478250989,5.768,92.19,0,443,0.0,0
T00024,R0214,Zone_3,1.1,10.71,16.87,2023-01-10,1.0,Aarav Kumar,20.0,Female,Kolkata,2025-04-21 00:03:47.581311,6,0,4.53,12971.0,2.11,38.0,Business,Low,0,Tuesday,January,0,False,False,False,False,False,True,False,False,False,False,False,False,0.0,Low,2.8831233291713367,0.7419373447293773,3.2726136343907144,6.793333333333333,114.19333333333334,0,387,0.0,0
T00025,R0272,Zone_2,10.62,56.33,170.34,2023-01-15,0.0,Kavya Ghosh,21.0,Female,Kolkata,2026-01-29 00:03:47.581311,7,3,4.79,6371.0,0.91,58.4,Residential,Low,0,Sunday,January,0,False,True,False,False,True,False,False,False,False,False,False,False,0.0,Low,5.143649886535898,2.4527277514237653,7.505331438384317,5.755714285714285,101.44428571428571,0,104,0.42857142857142855,0
T00026,R0045,Zone_3,5.87,48.76,86.71,2024-02-14,1.0,Saanvi Iyer,34.0,Female,Ahmedabad,2025-04-24 00:03:47.581311,9,2,4.88,12971.0,2.11,38.0,Business,Low,0,Wednesday,February,0,True,False,False,False,False,True,False,False,False,False,False,False,0.0,Low,4.47403591796329,1.927164106234258,6.982836100038436,9.725555555555555,167.12333333333333,0,384,0.2222222222222222,0
T00027,R0096,Zone_9,0.78,5.31,16.87,2023-01-12,0.0,Reyansh Das,40.0,Female,Kolkata,2024-09-07 00:03:47.581311,5,4,4.46,11037.0,1.83,56.1,Mixed,Low,0,Thursday,January,0,False,True,False,False,False,False,False,False,False,False,False,True,0.0,Low,2.8831233291713367,0.5766133643039938,2.3043437243605824,5.482,72.262,0,613,0.8,0
T00028,R0191,Zone_1,6.26,58.43,134.46,2023-05-14,0.0,Meera Gupta,33.0,Female,Surat,2024-03-04 00:03:47.581311,11,0,4.56,4921.0,2.43,30.9,Residential,Low,0,Sunday,May,0,False,True,False,False,False,False,False,False,False,False,False,False,0.0,Low,4.908676393786758,1.9823798288367047,7.643951857514541,7.5609090909090915,117.7609090909091,0,800,0.0,0
T00029,R0197,Zone_6,7.04,42.69,72.84,2024-06-13,1.0,Saanvi Das,29.0,Female,Bengaluru,2023-10-17 00:03:47.581311,10,4,3.87,14627.0,0.54,37.6,Mixed,Low,0,Thursday,June,0,True,False,False,False,False,False,False,False,True,False,False,False,0.0,Low,4.301900590194597,2.0844290831908747,6.5337584895678535,7.108,98.66,0,939,0.4,0
T00030,R0284,Zone_1,10.25,88.43,216.17,2024-03-15,0.0,Vivaan Das,28.0,Female,Surat,2025-10-08 00:03:47.581311,7,0,4.95,4921.0,2.43,30.9,Residential,Low,0,Friday,March,0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,Low,5.38068045697316,2.4203681286504293,9.403722667114339,8.70142857142857,140.00571428571428,0,217,0.0,0
T00031,R0251,Zone_1,7.27,44.39,170.59,2023-04-08,1.0,Vivaan Iyer,46.0,Male,Mumbai,2024-05-29 00:03:47.581311,5,1,4.48,4921.0,2.43,30.9,Residential,Low,0,Saturday,April,1,True,False,False,False,False,False,False,False,False,False,False,False,0.0,Low,5.14510791029753,2.1126345090356,6.662582082045969,7.6819999999999995,152.516,0,714,0.2,1
T00032,R0228,Zone_5,17.34,154.38,192.42,2023-11-30,1.0,Kavya Ghosh,21.0,Male,Pune,2025-06-28 00:03:47.581311,4,0,4.84,2590.0,1.31,43.9,Business,Low,0,Thursday,November,1,False,True,False,False,False,False,False,True,False,False,False,False,0.0,Low,5.264863990288817,2.9090844668283187,12.424974849069113,9.61,160.6375,0,319,0.0,0
T00033,R0083,Zone_10,5.41,34.07,133.62,2024-04-19,0.0,Kavya Patel,45.0,Female,Mumbai,2026-02-28 00:03:47.581311,10,3,4.4,2440.0,1.54,35.4,Industrial,Low,0,Friday,April,0,False,False,False,True,False,False,False,False,False,False,False,False,0.0,Low,4.902455994582567,1.8578592709325787,5.836951259004995,9.262,141.53300000000002,0,74,0.3,1
T00034,R0105,Zone_8,7.69,72.38,65.12,2024-06-21,1.0,Diya Das,31.0,Female,Jaipur,2024-09-18 00:03:47.581311,12,2,3.69,4516.0,1.93,31.0,Business,Low,0,Friday,June,0,False,True,False,False,False,False,False,False,False,False,True,False,0.0,Low,4.191471272952824,2.162172939277301,8.50764362206128,7.933333333333334,109.44666666666666,0,602,0.16666666666666666,0
T00035,R0221,Zone_4,7.49,44.42,65.75,2023-08-15,1.0,Diya Patel,21.0,Female,Delhi,2026-01-21 00:03:47.581311,8,1,4.41,4038.0,2.46,48.2,Business,Low,0,Tuesday,August,0,True,False,False,False,False,False,True,False,False,False,False,False,0.0,Low,4.200954297280359,2.138889000323256,6.664833081180653,7.34125,112.505,0,112,0.125,0
T00036,R0081,Zone_1,6.59,49.9,125.55,2023-07-29,0.0,Diya Reddy,42.0,Male,Mumbai,2025-12-12 00:03:47.581311,6,0,3.9,4921.0,2.43,30.9,Residential,Low,0,Saturday,July,1,True,False,False,False,False,False,False,False,False,False,False,False,0.0,Low,4.840637486991133,2.0268315914075385,7.063993204979744,8.82,135.345,0,152,0.0,0
T00037,R0067,Zone_10,8.71,57.85,106.26,2024-06-07,1.0,Saanvi Iyer,32.0,Female,Pune,2025-04-21 00:03:47.581311,13,4,3.38,2440.0,1.54,35.4,Industrial,Low,0,Friday,June,0,False,False,False,True,False,False,False,False,False,False,False,False,0.0,Low,4.675255793554779,2.2731562823032334,7.605918747922567,8.697692307692307,143.10846153846154,0,387,0.3076923076923077,0
T00038,R0026,Zone_1,10.71,65.12,172.96,2023-10-27,0.0,Aarav Kumar,26.0,Male,Surat,2024-11-02 00:03:47.581311,9,1,3.17,4921.0,2.43,30.9,Residential,Low,0,Friday,October,1,False,False,False,False,False,False,False,False,False,False,False,False,0.0,Low,5.158825387729438,2.460443177609626,8.069696400732806,8.81,108.13222222222223,0,557,0.1111111111111111,0
T00039,R0077,Zone_5,14.7,144.74,284.26,2024-03-07,1.0,Reyansh Das,28.0,Male,Mumbai,2026-02-07 00:03:47.581311,14,1,3.79,2590.0,1.31,43.9,Business,Low,0,Thursday,March,1,False,False,True,False,False,False,False,True,False,False,False,False,0.0,Low,5.6534010450952765,2.7536607123542622,12.030793822520607,10.489999999999998,164.38785714285714,0,95,0.07142857142857142,0
T00040,R0110,Zone_9,0.15,1.26,16.87,2024-08-15,1.0,Vivaan Patel,19.0,Male,Kolkata,2023-09-21 00:03:47.581311,7,0,4.43,11037.0,1.83,56.1,Mixed,Low,0,Thursday,August,1,False,True,False,False,False,False,False,False,False,False,False,True,0.0,Low,2.8831233291713367,0.1397619423751587,1.1224972160321824,8.502857142857144,137.18285714285713,0,965,0.0,0
T00041,R0056,Zone_1,5.45,34.13,108.87,2024-02-24,0.0,Meera Patel,40.0,Male,Hyderabad,2024-06-26 00:03:47.581311,9,1,3.25,4921.0,2.43,30.9,Residential,Low,0,Saturday,February,1,False,False,False,False,False,False,False,False,False,False,False,False,0.0,Low,4.699297848712789,1.864080130807681,5.842088667591412,7.357777777777778,104.12444444444445,0,686,0.1111111111111111,0
T00042,R0120,Zone_4,5.76,45.5,57.73,2024-02-25,1.0,Ishaan Gupta,18.0,Male,Surat,2025-04-04 00:03:47.581311,8,4,4.55,4038.0,2.46,48.2,Business,Low,0,Sunday,February,1,True,False,False,False,False,False,True,False,False,False,False,False,0.0,Low,4.072950669534428,1.9110228900548727,6.745368781616021,8.525,126.74375,0,404,0.5,0
T00043,R0178,Zone_2,12.69,71.08,174.11,2023-08-07,1.0,Saanvi Ghosh,27.0,Female,Delhi,2025-11-03 00:03:47.581311,7,1,3.13,6371.0,0.91,58.4,Residential,Low,0,Monday,August,0,False,False,False,False,True,False,False,False,False,False,False,False,0.0,Low,5.165414347883809,2.6166656393003573,8.430895563343197,9.037142857142857,148.64857142857142,0,191,0.14285714285714285,0
T00044,R0164,Zone_3,6.22,35.17,149.59,2024-04-02,0.0,Aadhya Ghosh,37.0,Female,Ahmedabad,2024-03-29 00:03:47.581311,12,4,4.02,12971.0,2.11,38.0,Business,Low,0,Tuesday,April,0,False,True,False,False,False,True,False,False,False,False,False,False,0.0,Low,5.0145609120987285,1.9768549529047348,5.930430001273095,8.356666666666667,147.04749999999999,0,775,0.3333333333333333,1
T00045,R0221,Zone_9,1.48,7.57,22.98,2024-07-11,1.0,Diya Patel,21.0,Female,Delhi,2025-03-30 00:03:47.581311,8,0,4.41,11037.0,1.83,56.1,Mixed,Low,0,Thursday,July,0,True,False,False,False,False,False,False,False,False,False,False,True,0.0,Low,3.177220149599368,0.9082585601768908,2.751363298439521,7.34125,112.505,0,409,0.0,0
T00046,R0247,Zone_2,8.44,82.23,70.49,2023-08-13,0.0,Aadhya Das,37.0,Female,Bengaluru,2024-06-27 00:03:47.581311,12,2,4.92,6371.0,0.91,58.4,Residential,Low,0,Sunday,August,0,False,False,False,False,True,False,False,False,False,False,False,False,0.0,Low,4.26955757977876,2.244955980157409,9.068075870878012,9.574166666666667,155.26500000000001,0,685,0.16666666666666666,0
T00047,R0207,Zone_1,7.83,61.12,158.67,2023-09-03,0.0,Ishaan Iyer,31.0,Female,Mumbai,2025-04-21 00:03:47.581311,8,1,3.93,4921.0,2.43,30.9,Residential,Low,0,Sunday,September,0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,Low,5.07310918535161,2.178155014615869,7.8179281142768255,7.93375,153.9325,0,387,0.125,0
T00048,R0077,Zone_10,8.9,76.5,91.12,2023-08-03,0.0,Reyansh Das,28.0,Male,Mumbai,2025-10-08 00:03:47.581311,14,2,3.79,2440.0,1.54,35.4,Industrial,Low,0,Thursday,August,1,False,False,True,True,False,False,False,False,False,False,False,False,0.0,Low,4.523092074952484,2.2925347571405443,8.74642784226795,10.489999999999998,164.38785714285714,0,217,0.14285714285714285,0
T00049,R0115,Zone_6,2.8,27.94,33.7,2024-08-08,0.0,Aarav Ghosh,40.0,Female,Bengaluru,2025-05-27 00:03:47.581311,11,4,4.4,14627.0,0.54,37.6,Mixed,Low,0,Thursday,August,0,False,True,False,False,False,False,False,False,True,False,False,False,0.0,Low,3.5467396869528134,1.33500106673234,5.285830114561004,7.58909090909091,123.62909090909092,0,351,0.36363636363636365,0
T00050,R0010,Zone_3,16.6,90.94,193.05,2023-03-20,0.0,Vivaan Gupta,25.0,Female,Surat,2025-01-19 00:03:47.581311,9,1,3.38,12971.0,2.11,38.0,Business,Low,0,Monday,March,0,False,False,False,False,False,True,False,False,False,False,False,False,0.0,Low,5.268115857814915,2.8678989020441064,9.536246641105713,9.472222222222221,135.04777777777778,0,479,0.1111111111111111,0
T00051,R0230,Zone_3,6.38,47.94,95.38,2023-07-18,1.0,Kavya Gupta,32.0,Male,Chennai,2024-12-26 00:03:47.581311,8,3,3.65,12971.0,2.11,38.0,Business,Low,0,Tuesday,July,1,False,False,True,False,False,True,False,False,False,False,False,False,0.0,Low,4.5682987112121864,1.998773638612381,6.923871749245504,7.3325,115.07625,0,503,0.375,0
T00052,R0032,Zone_1,7.06,36.36,101.01,2024-05-24,0.0,Kavya Reddy,18.0,Female,Mumbai,2026-04-01 00:03:47.581311,6,2,4.0,4921.0,2.43,30.9,Residential,Low,0,Friday,May,0,False,True,False,False,False,False,False,False,False,False,False,False,0.0,Low,4.625070847694428,2.0869135565185366,6.029925372672534,8.245,166.52666666666667,0,42,0.3333333333333333,0
T00053,R0082,Zone_3,3.5,24.24,60.44,2024-07-22,0.0,Kavya Singh,26.0,Male,Pune,2025-10-12 00:03:47.581311,3,1,3.15,12971.0,2.11,38.0,Business,Low,0,Monday,July,1,True,False,False,False,False,True,False,False,False,False,False,False,0.0,Low,4.118061088839417,1.5040773967762742,4.923413450036469,8.206666666666667,99.21999999999998,0,213,0.3333333333333333,0
T00054,R0228,Zone_7,3.34,32.09,80.26,2023-01-13,0.0,Kavya Ghosh,21.0,Female,Pune,2025-12-24 00:03:47.581311,4,2,4.84,11070.0,0.64,45.2,Industrial,Low,0,Friday,January,0,False,True,False,False,False,False,False,False,False,True,False,False,0.0,Low,4.397653890559581,1.4678743481123135,5.664803615307419,9.61,160.6375,0,140,0.5,0
T00055,R0266,Zone_9,1.8900000000000001,14.21,45.33,2024-01-23,1.0,Diya Reddy,29.0,Male,Chennai,2023-09-30 00:03:47.581311,9,1,3.9,11037.0,1.83,56.1,Mixed,Low,0,Tuesday,January,1,True,False,False,False,False,False,False,False,False,False,False,True,0.0,Low,3.835789699428557,1.0612565021243408,3.769615364994153,8.107777777777777,138.60555555555555,0,956,0.1111111111111111,0
T00056,R0158,Zone_3,6.03,42.1,137.35,2023-08-05,1.0,Aarav Iyer,27.0,Female,Ahmedabad,2024-11-22 00:03:47.581311,4,0,3.57,12971.0,2.11,38.0,Business,Low,0,Saturday,August,0,False,False,False,False,False,True,False,False,False,False,False,False,0.0,Low,4.929786706232935,1.9501867058225735,6.488451279003334,6.365,96.2175,0,537,0.0,0
T00057,R0154,Zone_5,3.21,21.26,61.28,2023-01-05,0.0,Kavya Patel,18.0,Female,Kolkata,2025-06-28 00:03:47.581311,13,2,4.68,2590.0,1.31,43.9,Business,Low,0,Thursday,January,0,False,False,True,False,False,False,False,True,False,False,False,False,0.0,Low,4.131640346965797,1.43746264769429,4.610856753359402,10.663076923076924,154.42384615384614,0,319,0.15384615384615385,0
T00059,R0043,Zone_10,1.44,8.19,16.87,2023-12-21,0.0,Diya Kumar,28.0,Male,Ahmedabad,2025-06-23 00:03:47.581311,9,3,4.68,2440.0,1.54,35.4,Industrial,Low,0,Thursday,December,1,False,True,False,True,False,False,False,False,False,False,False,False,0.0,Low,2.8831233291713367,0.8919980393051105,2.8618176042508368,7.462222222222222,96.22111111111111,0,324,0.3333333333333333,0
T00060,R0146,Zone_4,2.36,17.35,27.83,2024-03-25,0.0,Kavya Gupta,30.0,Male,Surat,2025-01-18 00:03:47.581311,7,3,3.89,4038.0,2.46,48.2,Business,Low,0,Monday,March,1,False,True,False,False,False,False,True,False,False,False,False,False,0.0,Low,3.3614165116503107,1.2119409739751128,4.165333119931706,9.634285714285713,134.06714285714287,0,480,0.42857142857142855,0
T00061,R0235,Zone_8,5.99,44.78,54.34,2024-02-15,0.0,Aarav Ghosh,34.0,Male,Delhi,2023-10-23 00:03:47.581311,8,4,4.06,4516.0,1.93,31.0,Business,Low,0,Thursday,February,1,True,False,False,False,False,False,False,False,False,False,True,False,0.0,Low,4.01349597435878,1.944480556245719,6.691786009728643,6.95625,103.9725,0,933,0.5,0
T00062,R0292,Zone_3,11.37,99.93,252.52,2023-04-04,1.0,Diya Patel,37.0,Male,Jaipur,2025-09-11 00:03:47.581311,9,1,4.39,12971.0,2.11,38.0,Business,Low,0,Tuesday,April,1,False,True,False,False,False,True,False,False,False,False,False,False,0.0,Low,5.535442715382666,2.5152741864043966,9.996499387285532,8.817777777777778,126.43222222222224,0,244,0.1111111111111111,1
T00063,R0143,Zone_7,5.93,33.28,124.07,2023-07-09,0.0,Meera Kumar,42.0,Male,Kolkata,2024-07-21 00:03:47.581311,8,2,4.56,11070.0,0.64,45.2,Industrial,Low,0,Sunday,July,1,False,False,True,False,False,False,False,False,False,True,False,False,0.0,Low,4.828873580560815,1.9358598132018119,5.768882040742383,6.13875,110.89125,0,661,0.25,0
T00064,R0243,Zone_7,11.38,101.38,252.89,2023-02-10,1.0,Ishaan Patel,33.0,Male,Jaipur,2023-11-02 00:03:47.581311,7,4,3.7,11070.0,0.64,45.2,Industrial,Low,0,Friday,February,1,False,False,False,False,False,False,False,False,False,True,False,False,0.0,Low,5.536901102350124,2.5160822672564502,10.0687635785135,7.901428571428572,135.50428571428571,0,923,0.5714285714285714,1
T00065,R0215,Zone_7,3.07,22.86,73.11,2024-04-15,1.0,Saanvi Gupta,26.0,Male,Hyderabad,2024-09-24 00:03:47.581311,5,2,3.24,11070.0,0.64,45.2,Industrial,Low,0,Monday,April,1,False,True,False,False,False,False,False,False,False,True,False,False,0.0,Low,4.305550475963267,1.4036429994545037,4.7812132351527685,3.63,78.144,0,596,0.4,0
T00066,R0207,Zone_3,8.3,62.92,184.22,2023-01-26,0.0,Ishaan Iyer,31.0,Male,Mumbai,2026-03-18 00:03:47.581311,8,1,3.93,12971.0,2.11,38.0,Business,Low,0,Thursday,January,1,True,False,False,False,False,True,False,False,False,False,False,False,0.0,Low,5.221544307742123,2.2300144001592104,7.932212806020776,7.93375,153.9325,0,56,0.125,0
T00068,R0211,Zone_6,3.16,20.03,65.53,2023-01-05,0.0,Arjun Reddy,36.0,Female,Mumbai,2024-07-23 00:03:47.581311,7,3,3.63,14627.0,0.54,37.6,Mixed,Low,0,Thursday,January,0,False,True,False,False,False,False,False,False,True,False,False,False,0.0,Low,4.197652973753796,1.425515074273172,4.47548880012005,6.582857142857143,92.91,0,659,0.42857142857142855,0
T00069,R0077,Zone_10,10.1,58.97,178.77,2023-02-03,0.0,Reyansh Das,28.0,Female,Mumbai,2024-04-11 00:03:47.581311,14,0,3.79,2440.0,1.54,35.4,Industrial,Low,0,Friday,February,0,False,False,False,True,False,False,False,False,False,False,False,False,0.0,Low,5.191678256058324,2.4069451083182885,7.679192665899196,10.489999999999998,164.38785714285714,0,762,0.0,0
T00070,R0156,Zone_9,9.03,63.18,120.06,2023-08-31,1.0,Ishaan Iyer,33.0,Male,Jaipur,2025-08-26 00:03:47.581311,3,3,4.28,11037.0,1.83,56.1,Mixed,Low,0,Thursday,August,1,False,False,False,False,False,False,False,False,False,False,False,True,0.0,Low,4.7962862904635415,2.305580601973844,7.948584779695062,8.06,161.41,0,260,1.0,0
